word,ko,zh_Hans,etym_zh_Hans,pron,ant,syn,etym,syn
spellbind,"주문으로 얽매다, 마법[마술]을 걸다; 매혹하다",迷惑[诱惑],,/ˈspɛlbʌɪnd/,,", enthralling, entrancing, bewitching, captivating, intriguing, riveting, transfixing, engrossing, gripping, very interesting, very exciting, thrilling, absorbing, compelling, compulsive, mesmerizing, mesmeric, hypnotic, magical",,", enthralling, entrancing, bewitching, captivating, intriguing, riveting, transfixing, engrossing, gripping, very interesting, very exciting, thrilling, absorbing, compelling, compulsive, mesmerizing, mesmeric, hypnotic, magical"
remonstrate,항의[불평]하다,抗议；反对；抱怨,,/ˈrɛmənstreɪt/,,", complain, expostulate",,", complain, expostulate"
awry,(계획 등이) 빗나간[엉망이 된],离开预期方向（的）；出错（的）,,/əˈrʌɪ/,,", wrong, not right",,", wrong, not right"
concord,화합,协调；和谐；和睦,,/ˈkɒŋkɔːd/,,", harmony, accord, consensus, concurrence, unity, unanimity, unison, oneness",,", harmony, accord, consensus, concurrence, unity, unanimity, unison, oneness"
derisive,조롱[조소]하는,嘲笑的，讥笑的，嘲讽的,,/dɪˈrʌɪsɪv/,,", ridiculing, jeering, scoffing, jibing, pillorying, teasing, derisory, snide",,", ridiculing, jeering, scoffing, jibing, pillorying, teasing, derisory, snide"
subdue,진압하다,压制；制服；控制,,/səbˈdjuː/,,", defeat, vanquish, get the better of, overpower, overcome, overwhelm, crush, quash, quell, beat, trounce, subjugate, master, suppress, gain the upper hand over, triumph over, tame, bring someone to their knees, hold in check, humble, chasten, cow",,", defeat, vanquish, get the better of, overpower, overcome, overwhelm, crush, quash, quell, beat, trounce, subjugate, master, suppress, gain the upper hand over, triumph over, tame, bring someone to their knees, hold in check, humble, chasten, cow"
falsehood,거짓임; 거짓말하기,说谎,,/ˈfɔːlshʊd/,,", fib, untruth, false statement, falsification, fabrication, invention, piece of fiction, fiction, story, yarn, made-up story, trumped-up story, fake news, cock and bull story, flight of fancy, figment of the imagination",,", fib, untruth, false statement, falsification, fabrication, invention, piece of fiction, fiction, story, yarn, made-up story, trumped-up story, fake news, cock and bull story, flight of fancy, figment of the imagination"
respite,"(곤경·불쾌한 일의) 일시적인 중단, 한숨 돌리기",暂停；暂时中止；暂时缓解,,/ˈrɛspʌɪt/,,", break, breathing space, interval, intermission, interlude, recess, lull, pause, time out, hiatus, halt, stop, stoppage, cessation, discontinuation, standstill",,", break, breathing space, interval, intermission, interlude, recess, lull, pause, time out, hiatus, halt, stop, stoppage, cessation, discontinuation, standstill"
benediction,축복(의 기도),向上帝祈福,,/ˌbɛnɪˈdɪkʃ(ə)n/,,", consecration, sanctification, hallowing, benediction",,", consecration, sanctification, hallowing, benediction"
renounce,"(직함·직책 등을 공식적으로) 포기[단념]하다, 포기를 선언하다",声明放弃；宣布放弃；弃绝,,/rɪˈnaʊns/,,", refuse to abide by, refuse to recognize, repudiate",,", refuse to abide by, refuse to recognize, repudiate"
consanguine,"같은 혈족의, 동족의",同血亲的；同宗族的,,/kɒnˈsaŋɡwɪn/,,consanguineous,,consanguineous
prognosis,예후(豫後),预后，预断（指医生对病情发展的预测）,,/prɒɡˈnəʊsɪs/,,", prognosis, judgement, verdict, pronouncement, conclusion, interpretation",,", prognosis, judgement, verdict, pronouncement, conclusion, interpretation"
homeostasis,항상성,内环境稳定，体内动态平衡（生物、活细胞、组织等，在其外部环境变化的情况下，保持内部不变或平衡状态的能力或趋向）,,/ˌhɒmɪə(ʊ)ˈsteɪsɪs/,,,,
charade,"가식, 위장",显而易见的作假；明显的伪装,,/ʃəˈrɑːd/,,", pantomime, travesty, mockery, parody, pretence, act, masquerade, sham, fake, false display, show, front, facade",,", pantomime, travesty, mockery, parody, pretence, act, masquerade, sham, fake, false display, show, front, facade"
counterpart,"(다른 장소나 상황에서 어떤 사람·사물과 동일한 지위나 기능을 갖는) 상대, 대응 관계에 있는 사람[것]",（与不同地方或组织的人或物）作用相同者，相对应者,,/ˈkaʊntəpɑːt/,,", opposite number, peer, equal, parallel, complement, match, twin, mate, fellow, brother, sister, analogue, correlative",,", opposite number, peer, equal, parallel, complement, match, twin, mate, fellow, brother, sister, analogue, correlative"
mendacious,"진실을 말하지 않는, 허위인",虚假的，捏造的，不真实的,,/mɛnˈdeɪʃəs/,,", untruthful, dishonest, deceitful, false, dissembling, insincere, disingenuous, hypocritical, fraudulent, double-dealing, two-faced, Janus-faced, two-timing, duplicitous, perjured, perfidious",,", untruthful, dishonest, deceitful, false, dissembling, insincere, disingenuous, hypocritical, fraudulent, double-dealing, two-faced, Janus-faced, two-timing, duplicitous, perjured, perfidious"
engender,(어떤 감정·상황을) 낳다[불러일으키다],引起（某种感觉）；导致；产生,,/ɪnˈdʒɛndə/,,", be the cause of, give rise to, bring about, lead to, result in, produce, create, generate, arouse, rouse, provoke, incite, kindle, trigger, spark off, touch off, stir up, whip up, induce, inspire, instigate, foment, effect, occasion, promote, foster",,", be the cause of, give rise to, bring about, lead to, result in, produce, create, generate, arouse, rouse, provoke, incite, kindle, trigger, spark off, touch off, stir up, whip up, induce, inspire, instigate, foment, effect, occasion, promote, foster"
centrifuge,원심 분리기,离心机,,/ˈsɛntrɪfjuːdʒ/,,,,
dogma,"(독단적인) 신조, 도그마",（尤指宗教的）教义，教条，信条,,/ˈdɒɡmə/,,", belief, conviction, tenet, principle, ethic, precept, maxim, article of faith, canon, law, rule",,", belief, conviction, tenet, principle, ethic, precept, maxim, article of faith, canon, law, rule"
ration,(전시 같은 경우에 식품연료 등의) 배급량,（尤指在分配物短缺时的）配给量，定量配给,,/ˈraʃ(ə)n/,,", allocation, quota, fixed amount, amount, quantity, share, portion, helping, allotment, measure, part, lot, proportion, percentage",,", allocation, quota, fixed amount, amount, quantity, share, portion, helping, allotment, measure, part, lot, proportion, percentage"
clement,온화한,（指天气）温和的，宜人的,,/ˈklɛm(ə)nt/,,", gentle, temperate, summery, calm, tranquil, clement, fine, pleasant, benign, soothing, soft",,", gentle, temperate, summery, calm, tranquil, clement, fine, pleasant, benign, soothing, soft"
polyphony,"다성음악, 폴리포니",多声曲；复调音乐,,/pəˈlɪf(ə)ni/,,", polyphony, consonance",,", polyphony, consonance"
enamored,"매혹된, 홀딱 반한, 사랑에 빠진",使倾心，使迷恋,,,,,,
assay,"금속의 순도 분석, 시금",鉴定，化验，分析（化学物质的纯度）,,/əˈseɪ/,,", assessment, analysis, examination, test, trial, check, inspection, appraisal, investigation, scrutiny, probe",,", assessment, analysis, examination, test, trial, check, inspection, appraisal, investigation, scrutiny, probe"
spurn,"퇴짜 놓다, 일축하다",轻蔑地拒绝；摒弃,,/spəːn/,,", decline, say no to, reject, rebuff, scorn, turn down, turn away, repudiate, treat with contempt, disdain, look down one's nose at, despise",,", decline, say no to, reject, rebuff, scorn, turn down, turn away, repudiate, treat with contempt, disdain, look down one's nose at, despise"
dudgeon,"화, 분노","生气,不高兴",,/ˈdʌdʒ(ə)n/,,", resentfully, angrily, furiously, wrathfully",,", resentfully, angrily, furiously, wrathfully"
homogeneous,동종[동질]의,由同类事物（或人）组成的；同类的；相似的,,/ˌhɒmə(ʊ)ˈdʒiːnɪəs/,,", comparable, equivalent, like, analogous, corresponding, correspondent, parallel, matching, kindred, related, correlative, congruent, cognate",,", comparable, equivalent, like, analogous, corresponding, correspondent, parallel, matching, kindred, related, correlative, congruent, cognate"
bemused,어리벙벙한,糊涂的；茫然的,,/bɪˈmjuːzd/,,", confused, puzzled, perplexed, baffled, stumped, mystified, stupefied, nonplussed, muddled, befuddled, fuddled, dumbfounded, at sea, at a loss, at sixes and sevens, thrown, thrown off balance, taken aback, disoriented, disconcerted, discomposed, troubled, discomfited, unnerved, shaken, shaken up, dazed, stunned, astonished, astounded",,", confused, puzzled, perplexed, baffled, stumped, mystified, stupefied, nonplussed, muddled, befuddled, fuddled, dumbfounded, at sea, at a loss, at sixes and sevens, thrown, thrown off balance, taken aback, disoriented, disconcerted, discomposed, troubled, discomfited, unnerved, shaken, shaken up, dazed, stunned, astonished, astounded"
philanderer,바람둥이 (남자),玩弄女性者，风流男子,,/fɪˈland(ə)rə/,,", Casanova, Don Juan, Lothario, flirt, ladies' man, playboy, Romeo, seducer, rake, roué, libertine, debauchee",,", Casanova, Don Juan, Lothario, flirt, ladies' man, playboy, Romeo, seducer, rake, roué, libertine, debauchee"
lament,애통[한탄/통탄]하다,对…感到悲痛，对…表示失望，痛惜,,/ləˈmɛnt/,,", wailing, lamentation, moan, moaning, groan, weeping, crying, sob, sobbing, keening, howl, complaint",,", wailing, lamentation, moan, moaning, groan, weeping, crying, sob, sobbing, keening, howl, complaint"
rationing,배급제도,配给制；定量配给,,,,,,
cessation,"중단, 중지",结束，停止；中断，中止,,/sɛˈseɪʃ(ə)n/,,", ending, termination, stopping, halting, ceasing, finish, finishing, stoppage, closing, closure, close, conclusion, winding up, discontinuation, discontinuance, breaking off, abandonment, interruption, suspension, cutting short",,", ending, termination, stopping, halting, ceasing, finish, finishing, stoppage, closing, closure, close, conclusion, winding up, discontinuation, discontinuance, breaking off, abandonment, interruption, suspension, cutting short"
adhere,"들러붙다, 부착되다",黏附；附着,,/ədˈhɪə/,,", stick fast, cling, hold fast, cohere, bond, attach",,", stick fast, cling, hold fast, cohere, bond, attach"
doleful,애절한,悲伤的，哀伤的,,/ˈdəʊlfʊl/,,", woeful, sorrowful, sad, unhappy, depressed, dismal, gloomy, morose, melancholy, miserable, forlorn, wretched, woebegone, despondent, dejected, disconsolate, downcast, crestfallen, downhearted, heartbroken, heavy-hearted, despairing, desolate, grief-stricken",,", woeful, sorrowful, sad, unhappy, depressed, dismal, gloomy, morose, melancholy, miserable, forlorn, wretched, woebegone, despondent, dejected, disconsolate, downcast, crestfallen, downhearted, heartbroken, heavy-hearted, despairing, desolate, grief-stricken"
avert,"방지하다, 피하다",防止，避免,,/əˈvəːt/,,", turn away, turn to one side",,", turn away, turn to one side"
fawn,엷은 황갈색의,幼鹿,,/fɔːn/,,", yellowish brown, pale brown, buff, sand, sandy, oatmeal, wheaten, biscuit, café au lait, camel, kasha, ecru, taupe, stone, stone-coloured, greige, greyish brown, mushroom, putty",,", yellowish brown, pale brown, buff, sand, sandy, oatmeal, wheaten, biscuit, café au lait, camel, kasha, ecru, taupe, stone, stone-coloured, greige, greyish brown, mushroom, putty"
orthodox,"정통의, 전통적인",（信仰、观点或活动）正统的，传统的，普遍接受的,,/ˈɔːθədɒks/,,", traditional, observant, conformist, devout, strict, true, true blue, of the faith, of the true faith",,", traditional, observant, conformist, devout, strict, true, true blue, of the faith, of the true faith"
tyro,초보자,初学者，新手,,/ˈtʌɪrəʊ/,,", learner, inexperienced person, neophyte, newcomer, new member, new recruit, raw recruit, new boy, new girl, initiate, tyro, fledgling",,", learner, inexperienced person, neophyte, newcomer, new member, new recruit, raw recruit, new boy, new girl, initiate, tyro, fledgling"
neophyte,초보자,新手；初学者,,/ˈniːə(ʊ)fʌɪt/,,", learner, novice, newcomer, new member, new entrant, new recruit, raw recruit, new boy, new girl, initiate, tyro, fledgling",,", learner, novice, newcomer, new member, new entrant, new recruit, raw recruit, new boy, new girl, initiate, tyro, fledgling"
importance,중요성,重要性,,/ɪmˈpɔːt(ə)ns/,,", momentousness, import, consequence, note, noteworthiness, substance, value",,", momentousness, import, consequence, note, noteworthiness, substance, value"
ersatz,대용[모조]품의,（通常指因为某物过于昂贵或稀有而以其他事物）代用的,,/ˈəːsats/,,", substitute, imitation, synthetic, fake, false, faux, mock, simulated",,", substitute, imitation, synthetic, fake, false, faux, mock, simulated"
paradigm,전형적인 예[양식],范例，示例,,/ˈparədʌɪm/,,", sample, exemplar, exemplification, instance, case, representative case, typical case, case in point, illustration",,", sample, exemplar, exemplification, instance, case, representative case, typical case, case in point, illustration"
inclination,(…하려는) 의향[뜻]; 성향,倾向；爱好；意向,,/ɪnklɪˈneɪʃ(ə)n/,,", propensity, proclivity, leaning",,", propensity, proclivity, leaning"
corroborate,"(진술·이론 등을 뒷받침하는 증거나 정보를) 제공하다, 확증[입증]하다",证实，确证,,/kəˈrɒbəreɪt/,,", verify, endorse, ratify, authenticate, validate, certify",,", verify, endorse, ratify, authenticate, validate, certify"
fledgling,(막 날기 시작한) 어린 새,（学飞的）幼鸟,,/ˈflɛdʒlɪŋ/,,", baby bird, nestling",,", baby bird, nestling"
anachronism,시대착오적인 사람[관습/생각],时代错误，年代误植，不合时代的人（或物）,,/əˈnakrəˌnɪz(ə)m/,,,,
synagogue,"유대교 회당, 시너고그",犹太教堂，犹太会堂,,/ˈsɪnəɡɒɡ/,,,,
